X,Y
1859.935,2970.564
2777.903,2970.113
2053.615,2971.442
2355.533,2974.44
2872.133,2972.833
2589.25,2975.556
1119.42,2977.667
1424.695,2976.187
1235.317,2976.439
1913.846,2976.231
2686.559,2979.029
2819.545,2983.561
1229,2978.5
2630.539,2981.59
1358.828,2982.069
2069.865,2981.649
2359.244,2982.511
2093.72,2983.62
2062.222,2984.778
1749.537,2988.122
2075.98,2986.62
1240.804,2986.652
2552.5,2987.5
1604.022,2988.152
2143.448,2991.042
2859.357,2988.572
2716.443,2990.459
2026.523,2995.784
2755.353,2992.323
1591.449,2994.041
1894.186,2998.203
2047.728,2997.287
2075.636,2991.909
1359.444,2994.833
2531.942,2997.211
2858.49,2999.918
2413.258,3001.581
1939.489,3000.511
2009.164,3001.443
2264.095,3003.333
2513.7,3005.7
2564.281,3010.781
2015.429,3009.612
2453.421,3009.737
1352.313,3012.146
1691.432,3014
1836.479,3015.708
1908.975,3015.825
1245.688,3018.375
2134.83,3019.574
1826.281,3024.649
1323.179,3023.026
2414.049,3024.557
1894.762,3024.714
1917.733,3025.355
2875.773,3024.409
1424.947,3027.368
1576.671,3031.54
1984.905,3028.524
1702.349,3031.937
2389.937,3030.381
2038.731,3032.346
1886.516,3035.25
2158.758,3041.316
2057.073,3037.854
1192.123,3038.526
2204.189,3044.621
1694.25,3038.732
1332.429,3042.377
1882.574,3043.796
2039.139,3042.986
1938.875,3047.275
2053.467,3051.228
2438.846,3047.487
1160.839,3050.613
1644.566,3053.21
1653.214,3051.833
1357.405,3052.762
2038.3,3051.4
2599.654,3055.577
1636,3059.351
1658.571,3055.214
1302.149,3059
1372.208,3060.188
2057.875,3060.604
2132.356,3064.724
2497.795,3064.897
2773.85,3064.725
2539.457,3066.457
1917.833,3070.354
2803.353,3071.726
2102.581,3069.258
2541.553,3075.777
1311.158,3074.579
2503.161,3076.258
2381.295,3078.273
2150.823,3084.863
1348.529,3083.608
2072.348,3089.737
2106.882,3085.059
2571.113,3090.423
1613.721,3090.853
1812.246,3092.174
2144.24,3089.88
2272.572,3091.984
1321.908,3093.461
1643.5,3091.4
1656.039,3097.843
2442.915,3097.851
1969.35,3097.975
2063.1,3100.175
2147.448,3100.379
1752.063,3103.438
2301.037,3106.37
1745.353,3108.627
2052.986,3110.391
1638.537,3112.195
1504.368,3123.5
1642.177,3119.118
2604.547,3122.531
1363.643,3128.357
1882.137,3127.074
1635.917,3126.333
1977.06,3126.373
2671.417,3126.292
2225.68,3128.773
1321.065,3129.065
1800.765,3127.588
2122.457,3132.81
2298.614,3130.023
1804.9,3129.7
2579.846,3130.154
2450.862,3132.494
2595.7,3133.983
2406.617,3137.309
1337.536,3133.25
1505.096,3135.233
1914.809,3134.794
2214.379,3133.276
2178.5,3135.375
1907.543,3137.2
1343.385,3135
2111.549,3138.823
1895.717,3141.717
1464.153,3146.167
1693.75,3140.031
1768.091,3138.182
1591.417,3139.667
1647.652,3141.261
1804.13,3143.043
2225.516,3143.672
1503.783,3142.261
2121.1,3142.667
2474.267,3144.333
1495.9,3145.55
1864.296,3148.479
2115.545,3150
2465.955,3150.659
1995.4,3148.8
1347.523,3153.523
1356.844,3152.938
1395.154,3155.769
1603.105,3154.453
1715.636,3159.364
2684.313,3161.438
1391.391,3163.174
1729,3160.833
1618.289,3165.978
1840.709,3167.806
1921,3169.455
1957.024,3165.268
2509.625,3165.8
2498,3166
1586.923,3165.077
1360.28,3168
1755.388,3179.469
1862.8,3166.95
2433.924,3169.663
2343.049,3172
1961.48,3170.88
1616.278,3172.833
1969,3171.5
1473.22,3180.28
1740.341,3180.781
2164.414,3179.345
1622.826,3182.652
1594.396,3188.953
2163.619,3186.286
1741.803,3190.574
1504.635,3194.211
1554.645,3197.064
2117.87,3196.174
1643.18,3203.523
2562.898,3201.551
1822.341,3213.476
2378.938,3212.631
1505.085,3213.851
2166.783,3217.565
1512.561,3217.561
2069.167,3216
2077.333,3217.944
2310.822,3219.533
1428,3220.167
2076.113,3227.913
2364.954,3230.292
1655.788,3233.461
2121.013,3232.311
2134.897,3233
1982.491,3235.094
1484.746,3238.407
2240.903,3238.14
1903.062,3241.385
1469.875,3239.188
1620.795,3244.273
1951.651,3245.674
2421.375,3245.75
2197.317,3251.016
2291.493,3251.972
2141.474,3250.316
1607.5,3252.5
2135.158,3254.105
2467.162,3260.924
2206.461,3257.692
2401.436,3263.513
1982.302,3262.628
2227.404,3265.234
2246.188,3264.604
2256.54,3269.104
2155.04,3267.68
2136.829,3268.8
2189.04,3269.76
1651.744,3277.692
2222.111,3278.472
2204.542,3281.354
1834.455,3283.313
2077.548,3297.024
1956.738,3301.654
2085.051,3299.667
2313.865,3306.865
1835.815,3325.963
2011.632,3333.21
1841,3335.488
